genes	Symbol	logFC	logCPM	LR	PValue	FDR	threshold
AHCTF1	ENSG00000153207	AHCTF1	1.04200718257508	7.32881368077072	31.5636578578611	1.93008089765017e-08	1.63633950207153e-07	TRUE
NARS2	ENSG00000137513	NARS2	-1.22188808119854	5.26131519963565	31.5501215277077	1.94358212537119e-08	1.64647402977304e-07	TRUE
GOT1	ENSG00000120053	GOT1	-1.15577238793001	5.39832597874176	31.5415040733579	1.95222647534644e-08	1.65248128064329e-07	TRUE
FBXO38	ENSG00000145868	FBXO38	1.00302135046655	6.91569753601781	31.5321352441669	1.96166824684504e-08	1.65915342976401e-07	TRUE
RSRC2	ENSG00000111011	RSRC2	1.06222240383202	6.94851570573161	31.5211195281013	1.97282825403005e-08	1.66594385895871e-07	TRUE
MTMR4	ENSG00000108389	MTMR4	1.34849942242293	7.5152539865912	31.5125888036604	1.98151439700993e-08	1.67195187820664e-07	TRUE
ZZEF1	ENSG00000074755	ZZEF1	1.20136078026164	7.9539354849272	31.5058862031353	1.98836597623044e-08	1.67640364398509e-07	TRUE
TMBIM4	ENSG00000155957	TMBIM4	1.07791724083431	6.62489223164033	31.4918054954841	2.00283704855734e-08	1.68726731564926e-07	TRUE
IFNGR1	ENSG00000027697	IFNGR1	1.38050097231414	8.37023265516644	31.4683419889033	2.02718579520298e-08	1.70642854912656e-07	TRUE
PLEKHA2	ENSG00000169499	PLEKHA2	1.1230641864781	7.63393083659097	31.4666287127474	2.02897528327438e-08	1.70658474419284e-07	TRUE
EIF4H	ENSG00000106682	EIF4H	1.1783998066478	8.06809768919886	31.4468436733085	2.04975542815653e-08	1.72270124451702e-07	TRUE
SIPA1	ENSG00000213445	SIPA1	1.17060583942422	7.8957518076464	31.4314421060085	2.06607909202017e-08	1.73408485937933e-07	TRUE
FOXRED2	ENSG00000100350	FOXRED2	-1.25518804300096	5.20629875706887	31.4309904247288	2.06655977602725e-08	1.73408485937933e-07	TRUE
XBP1	ENSG00000100219	XBP1	1.40686187410328	8.15340556531375	31.38549230661	2.11555781781043e-08	1.77240434500024e-07	TRUE
DARS1	ENSG00000115866	DARS1	1.08026024491687	6.99634510543119	31.3658169960923	2.13710548656159e-08	1.78904818072504e-07	TRUE
NFIL3	ENSG00000165030	NFIL3	1.37500194273336	6.6716670296047	31.3351454191749	2.17113518563857e-08	1.8161067905027e-07	TRUE
HMBS	ENSG00000256269	HMBS	-1.4987700791338	5.02046876453917	31.3214216510952	2.18653678107573e-08	1.82755313045135e-07	TRUE
DHX34	ENSG00000134815	DHX34	1.31309885591436	6.94347951754716	31.3154629143512	2.19325804620247e-08	1.83173199463064e-07	TRUE
WDR26	ENSG00000162923	WDR26	1.07814806295641	7.61210018540206	31.2376350861309	2.28296962085635e-08	1.90516053065973e-07	TRUE
APBB3	ENSG00000113108	APBB3	1.3453081612021	6.72822505559847	31.2346501590811	2.28648257874244e-08	1.90659675844981e-07	TRUE
IDUA	ENSG00000127415	IDUA	-1.16991581601647	5.2444602075579	31.2310240721709	2.29075740249154e-08	1.90865622732778e-07	TRUE
EIF5	ENSG00000100664	EIF5	1.16391181917582	8.01985825052933	31.2295139211282	2.29254009259859e-08	1.90865622732778e-07	TRUE
ZNF542P	ENSG00000240225	ZNF542P	-1.26435022973712	5.17880055205204	31.2225078277951	2.30082878190301e-08	1.91405928377232e-07	TRUE
CLIC4	ENSG00000169504	CLIC4	1.16254648513207	7.11063685398386	31.2169407157	2.30743645670602e-08	1.9165592427285e-07	TRUE
MAST3	ENSG00000099308	MAST3	1.23162299049145	6.88234619584991	31.1666231350139	2.36802807650327e-08	1.96535247535061e-07	TRUE
CHEK2	ENSG00000183765	CHEK2	-1.33241612324452	5.1029257428094	31.1628373265248	2.37265084244764e-08	1.96765432296515e-07	TRUE
ANKRD46	ENSG00000186106	ANKRD46	-1.20371876989736	5.16649860669827	31.149058483901	2.38955233704741e-08	1.98012748179006e-07	TRUE
JUN	ENSG00000177606	JUN	1.62458897218223	7.97859200054888	31.1457237082884	2.39366095594123e-08	1.98198852694278e-07	TRUE
OLFML3	ENSG00000116774	OLFML3	-1.79462755028994	5.33065404815077	31.1221842709334	2.42286476302908e-08	2.00460972617647e-07	TRUE
MPP6	ENSG00000105926	MPP6	-1.35317476870382	5.29890659675934	31.1162811902166	2.43024412795133e-08	2.00915287656582e-07	TRUE
LILRA2	ENSG00000239998	LILRA2	1.22624803244983	7.01445602401974	31.1002463768788	2.45040288162815e-08	2.02424585873629e-07	TRUE
MAPK14	ENSG00000112062	MAPK14	1.03898187504174	7.45750543681003	31.0958426239993	2.45596848171369e-08	2.02726956132146e-07	TRUE
AGAP3	ENSG00000133612	AGAP3	1.36400428771534	7.19154878581729	31.0841206612755	2.4708448560343e-08	2.03796816032596e-07	TRUE
DNM3	ENSG00000197959	DNM3	-1.52425037571669	5.01863240943326	31.070667127737	2.48803005914004e-08	2.04927233794142e-07	TRUE
CCNL2	ENSG00000221978	CCNL2	1.06609249646115	7.34979361316627	31.0703768847448	2.48840212464315e-08	2.04927233794142e-07	TRUE
PTPRE	ENSG00000132334	PTPRE	1.37506656998935	8.54251528228326	31.047656380805	2.51770140135792e-08	2.07179759554897e-07	TRUE
IFIT3	ENSG00000119917	IFIT3	1.80708038144619	7.73087640421228	31.0026661143739	2.57674233518493e-08	2.1187433111567e-07	TRUE
BCL10	ENSG00000142867	BCL10	1.05861345116541	6.33311490890728	30.9745203499995	2.61438137082009e-08	2.14803226143056e-07	TRUE
TOR1AIP2	ENSG00000169905	TOR1AIP2	1.02107367584754	7.32766188288321	30.9371546832324	2.66520241208159e-08	2.1880982765855e-07	TRUE
N6AMT1	ENSG00000156239	N6AMT1	-1.49259787325211	5.03025135217901	30.9206718084405	2.68793421230856e-08	2.20505936923385e-07	TRUE
RGS19	ENSG00000171700	RGS19	1.14455663757783	7.09008731368373	30.8911777783571	2.72909571463297e-08	2.23631167488892e-07	TRUE
FNBP1L	ENSG00000137942	FNBP1L	-1.4671711280715	5.24767905777868	30.8903685667978	2.73023389631645e-08	2.23631167488892e-07	TRUE
EXD3	ENSG00000187609	EXD3	-1.31951500887667	5.19852944335035	30.8697459406507	2.75940130237521e-08	2.25846383517479e-07	TRUE
CFAP298	ENSG00000159079	CFAP298	-1.21298148782365	5.32958881487806	30.8487123935925	2.78947146053674e-08	2.28132024136133e-07	TRUE
ANKZF1	ENSG00000163516	ANKZF1	1.20003556448566	6.98872954308728	30.8459592043993	2.79343171843342e-08	2.28149540122434e-07	TRUE
CCDC71L	ENSG00000253276	CCDC71L	1.18059568784109	6.28743895418243	30.8455824000528	2.79397416146177e-08	2.28149540122434e-07	TRUE
CDC42	ENSG00000070831	CDC42	1.26711376790051	8.46326499984107	30.8422911537932	2.7987166885854e-08	2.28361545755741e-07	TRUE
HSD17B11	ENSG00000198189	HSD17B11	1.10091955440505	6.8600223827736	30.8031860123626	2.8556862744123e-08	2.32831432641738e-07	TRUE
PCBP2	ENSG00000197111	PCBP2	1.04427057888445	7.59362733156438	30.7807377964494	2.88891288795637e-08	2.35360131147441e-07	TRUE
PJA2	ENSG00000198961	PJA2	1.20159507340498	8.04908976990749	30.7743735001738	2.89840323940755e-08	2.35952643208082e-07	TRUE
ATIC	ENSG00000138363	ATIC	-1.1668988928686	5.26650933029034	30.7331418122595	2.96064855560101e-08	2.40526970730445e-07	TRUE
ADAM17	ENSG00000151694	ADAM17	1.13874855844022	7.12027675690696	30.7326655598478	2.96137529752709e-08	2.40526970730445e-07	TRUE
HDGFL3	ENSG00000166503	HDGFL3	-1.34105578583049	5.28204959255257	30.7130322198769	2.99149103499781e-08	2.4278767820272e-07	TRUE
DUSP3	ENSG00000108861	DUSP3	1.04960052607509	7.36554586453581	30.6154990436815	3.1457077503975e-08	2.54720931995657e-07	TRUE
EMILIN2	ENSG00000132205	EMILIN2	1.11899772186345	7.80275431652316	30.6069171342499	3.15965262891626e-08	2.55655543510791e-07	TRUE
BZW1	ENSG00000082153	BZW1	1.11384865927615	7.72619982269887	30.5959208481884	3.17761121719223e-08	2.56913247347457e-07	TRUE
DHRS4	ENSG00000157326	DHRS4	-1.29416662382269	5.38133928583953	30.5724185237483	3.21633761852905e-08	2.59846866067951e-07	TRUE
ERV3-1	ENSG00000213462	ERV3-1	1.41564240342413	6.71123219134662	30.5574504273844	3.2412476796777e-08	2.6166066245653e-07	TRUE
VPS13D	ENSG00000048707	VPS13D	1.2848980290283	8.21631237605912	30.5441083006135	3.26361466200233e-08	2.63266565608073e-07	TRUE
EPG5	ENSG00000152223	EPG5	1.1136828702697	7.61028116057259	30.5413781428425	3.26821057082836e-08	2.63437579345559e-07	TRUE
SLPI	ENSG00000124107	SLPI	2.04108417237817	6.94947250367031	30.5107135448767	3.32027846087496e-08	2.67431966871382e-07	TRUE
PLIN5	ENSG00000214456	PLIN5	1.80013527728091	6.37376775227028	30.5081266773186	3.32470873822981e-08	2.67586240353745e-07	TRUE
PNPLA6	ENSG00000032444	PNPLA6	1.12700340607959	7.48818136816125	30.4883714448186	3.35873748910013e-08	2.70120686954084e-07	TRUE
LARP4B	ENSG00000107929	LARP4B	1.00939874725649	7.37641994749753	30.4831842088746	3.36773029076011e-08	2.70639352671356e-07	TRUE
RECK	ENSG00000122707	RECK	-1.41009863157261	5.23699073845862	30.4752866124361	3.38146822380372e-08	2.71538278500163e-07	TRUE
ZDHHC14	ENSG00000175048	ZDHHC14	-1.35671637430537	5.10797588703668	30.4600491964518	3.40813268929068e-08	2.73473090603717e-07	TRUE
ENTPD4	ENSG00000197217	ENTPD4	1.00779675060569	7.01694993509218	30.4486809442409	3.42816348797278e-08	2.74873093534516e-07	TRUE
TTLL3	ENSG00000214021	TTLL3	1.08584571119108	6.74810795806617	30.409901197783	3.49738479355641e-08	2.80212155146387e-07	TRUE
PLEKHM2	ENSG00000116786	PLEKHM2	1.28192102638007	7.63062040524116	30.3616910295586	3.58539496227158e-08	2.8640091890818e-07	TRUE
HBG1	ENSG00000213934	HBG1	-2.92343168110195	7.21237166325319	30.3568539379642	3.594346889704e-08	2.86883043105641e-07	TRUE
JAK2	ENSG00000096968	JAK2	1.02843470707541	7.16866952366005	30.3555180629404	3.596823115629e-08	2.86883043105641e-07	TRUE
DCP2	ENSG00000172795	DCP2	1.13957137153556	7.89141643362563	30.3441064524592	3.61804586451058e-08	2.88143772443059e-07	TRUE
ARPC1B	ENSG00000130429	ARPC1B	1.2669637495215	8.37732723448728	30.2748622093129	3.74954011396622e-08	2.98392721111448e-07	TRUE
MYL12A	ENSG00000101608	MYL12A	1.15154117238939	7.95994281948578	30.2602821891614	3.77783191736843e-08	3.00419518690584e-07	TRUE
PTGR1	ENSG00000106853	PTGR1	-1.51984169977947	5.0249433120234	30.2232550394531	3.85064623291e-08	3.05981149500839e-07	TRUE
ACTN4	ENSG00000130402	ACTN4	1.07851861211901	7.71184929947205	30.2038570279895	3.88935219298568e-08	3.08666497066482e-07	TRUE
AKAP17A	ENSG00000197976	AKAP17A	1.15913140306785	7.15572230634555	30.2034132554652	3.8902422233661e-08	3.08666497066482e-07	TRUE
HBP1	ENSG00000105856	HBP1	1.02868328887896	7.11759506224584	30.1640170865525	3.97007380769239e-08	3.1476591142956e-07	TRUE
DAPK1	ENSG00000196730	DAPK1	1.21445645299123	7.66472054275359	30.1600600440578	3.97818242967408e-08	3.15074167775303e-07	TRUE
PLEKHB1	ENSG00000021300	PLEKHB1	-1.49360989939	5.25713538201239	30.1592305867827	3.97988422453015e-08	3.15074167775303e-07	TRUE
TFEC	ENSG00000105967	TFEC	1.06295288592449	7.45125080291336	30.155972682243	3.98657551808495e-08	3.1536924544553e-07	TRUE
TEF	ENSG00000167074	TEF	-1.41871381640613	5.15860254404729	30.1452376011215	4.00870377565743e-08	3.16884161760736e-07	TRUE
IL4I1	ENSG00000104951	IL4I1	1.11537660226992	6.66513777844217	30.086309871361	4.13238175786835e-08	3.2617612688219e-07	TRUE
NF1	ENSG00000196712	NF1	1.00317928887401	7.57529800198986	30.072331697689	4.16227588745591e-08	3.28292182672579e-07	TRUE
TCAF2	ENSG00000170379	TCAF2	1.25532017775991	6.3889135475109	30.0697528118881	4.16781479492922e-08	3.28485551244792e-07	TRUE
CD37	ENSG00000104894	CD37	1.097282582925	7.35902774405267	30.0621964785368	4.18408677361751e-08	3.2952393242998e-07	TRUE
PAQR7	ENSG00000182749	PAQR7	-1.44038663340021	5.09456044749431	30.0527303479744	4.20456119211211e-08	3.30646940754418e-07	TRUE
ZNF24	ENSG00000172466	ZNF24	1.0353542443383	7.22615300885362	30.049034445322	4.21258232738459e-08	3.31033057336574e-07	TRUE
ZIK1	ENSG00000171649	ZIK1	-1.22496262662116	5.23566185374937	30.0395910691715	4.2331467740231e-08	3.32403554801519e-07	TRUE
ALKBH7	ENSG00000125652	ALKBH7	-1.03504457919393	5.40103686396914	30.0357669742471	4.24150292908584e-08	3.32814094140659e-07	TRUE
AP5Z1	ENSG00000242802	AP5Z1	1.2621618710422	7.09963904892994	30.0234362055789	4.26856001587502e-08	3.34690335806266e-07	TRUE
PRKCB	ENSG00000166501	PRKCB	1.19356283001915	7.86837656551868	30.0072528861932	4.30433323459927e-08	3.37187468760927e-07	TRUE
HSD17B4	ENSG00000133835	HSD17B4	1.07540218722243	7.37722088337806	30.0061662578214	4.30674595907989e-08	3.37187468760927e-07	TRUE
HBG2	ENSG00000196565	HBG2	-3.67059753056079	11.6645916086766	30.0015012493151	4.31711944014056e-08	3.37751109140409e-07	TRUE
PSD	ENSG00000059915	PSD	-1.65067475433378	5.18058855712924	29.9832499414135	4.35794560893998e-08	3.40694645695234e-07	TRUE
PRKCQ-AS1	ENSG00000237943	PRKCQ-AS1	-1.48555314449433	5.3170885701899	29.975344209062	4.3757497123124e-08	3.41835366659353e-07	TRUE
PDZD11	ENSG00000120509	PDZD11	-1.20487601260237	5.18225713217303	29.9591734641731	4.41239433654479e-08	3.44445163175617e-07	TRUE
ZNF23	ENSG00000167377	ZNF23	-1.17365489433326	5.1314811768567	29.9422740507513	4.4510187937884e-08	3.47205571597571e-07	TRUE
KIAA0232	ENSG00000170871	KIAA0232	1.11103227936494	7.1763190347523	29.9352700845783	4.46712582867399e-08	3.48206731260742e-07	TRUE
RAD21	ENSG00000164754	RAD21	1.06220544309605	7.62148612179779	29.9147808058281	4.51458113642886e-08	3.51648193935601e-07	TRUE
GRK6	ENSG00000198055	GRK6	1.10874464278831	7.30618799360833	29.9125946254955	4.51967428494086e-08	3.51787376677182e-07	TRUE
TGOLN2	ENSG00000152291	TGOLN2	1.2614240446282	8.36497008154032	29.9031425397183	4.54176116004081e-08	3.53248090225396e-07	TRUE
ZNF527	ENSG00000189164	ZNF527	-1.39120430509181	5.02384025468728	29.8961602099223	4.55814632417249e-08	3.54263527313333e-07	TRUE
ATP2A3	ENSG00000074370	ATP2A3	1.17607412617457	7.47984494628826	29.8936446295601	4.56406404050332e-08	3.54464535700404e-07	TRUE
CERK	ENSG00000100422	CERK	1.11280349543484	7.55934588278585	29.8751358283884	4.60784194096824e-08	3.5760348834356e-07	TRUE
MSMO1	ENSG00000052802	MSMO1	-1.368445935629	5.16386535401143	29.8544215189274	4.65733549749914e-08	3.61181120214219e-07	TRUE
ATP6V1A	ENSG00000114573	ATP6V1A	1.09548133589187	7.72108140798886	29.8443834179372	4.68151118890741e-08	3.62791544428076e-07	TRUE
MON1B	ENSG00000103111	MON1B	1.00096117462794	6.90142373957607	29.8389452598582	4.69466087663703e-08	3.63545791320364e-07	TRUE
TP53BP1	ENSG00000067369	TP53BP1	1.02817455195314	6.8779593439372	29.8316149525444	4.71244443605979e-08	3.646575185431e-07	TRUE
AP3D1	ENSG00000065000	AP3D1	1.07904717506712	7.5925832458812	29.8108310154737	4.76323475717498e-08	3.68052416966897e-07	TRUE
KANK2	ENSG00000197256	KANK2	-1.62899350362521	5.22786536514087	29.7719486294896	4.85973020110362e-08	3.75236061972007e-07	TRUE
POM121	ENSG00000196313	POM121	1.21729459018448	6.7316448493945	29.7304309655509	4.96492890151757e-08	3.82675412094556e-07	TRUE
IL17RA	ENSG00000177663	IL17RA	1.25939531470215	8.42686084553614	29.7296740226014	4.96686789570096e-08	3.82675412094556e-07	TRUE
TBC1D14	ENSG00000132405	TBC1D14	1.15234028071351	7.80802215770467	29.6900919771513	5.06932599493768e-08	3.90286748090716e-07	TRUE
RAB7B	ENSG00000276600	RAB7B	-1.22882666287861	5.64208071789734	29.6597048852729	5.14941755209394e-08	3.96166325049021e-07	TRUE
PBX3	ENSG00000167081	PBX3	-1.03910053159084	5.39706870679003	29.6447741942917	5.18923379697471e-08	3.98873097265228e-07	TRUE
TRUB1	ENSG00000165832	TRUB1	-1.21973807299083	5.20932038277548	29.6437045324535	5.19209811759719e-08	3.98873097265228e-07	TRUE
ZNF329	ENSG00000181894	ZNF329	-1.17966380569509	5.21727346046473	29.6214668741006	5.25200579920437e-08	4.03184283575285e-07	TRUE
STK35	ENSG00000125834	STK35	1.05182492951274	6.41119085507362	29.6100366473922	5.28306751051255e-08	4.05276411765346e-07	TRUE
CSGALNACT2	ENSG00000169826	CSGALNACT2	1.15752017719118	6.61483533872409	29.6085520112137	5.28711550131728e-08	4.05294732954005e-07	TRUE
SOWAHC	ENSG00000198142	SOWAHC	-1.25649287745255	5.21355476894477	29.5775447954135	5.37237324433285e-08	4.10455392485315e-07	TRUE
GIGYF1	ENSG00000146830	GIGYF1	1.24660772003324	7.47523946846598	29.577512854053	5.37246177704207e-08	4.10455392485315e-07	TRUE
TATDN1	ENSG00000147687	TATDN1	-1.21710510546273	5.04072847426772	29.5680923309652	5.39863678255464e-08	4.11766991873702e-07	TRUE
ZNF641	ENSG00000167528	ZNF641	1.09124066461908	7.11099768090856	29.5665424944648	5.4029552395782e-08	4.11801172987908e-07	TRUE
NAA20	ENSG00000173418	NAA20	-1.00958786878351	5.49548266036003	29.5462905987932	5.45970415160892e-08	4.15828576758188e-07	TRUE
SRD5A3	ENSG00000128039	SRD5A3	-1.32174240192128	5.19684876021556	29.5297932864355	5.50637325095396e-08	4.1908305715415e-07	TRUE
SAFB2	ENSG00000130254	SAFB2	1.20104488814385	6.71406822964906	29.5238940709028	5.52315832830633e-08	4.20060075862611e-07	TRUE
LAMP1	ENSG00000185896	LAMP1	1.26192715329239	8.33444294525128	29.5017008782067	5.58676526837582e-08	4.24594160396562e-07	TRUE
LINC00476	ENSG00000175611	LINC00476	-1.31706638877439	5.02561343430182	29.4991381799408	5.59415721409206e-08	4.24852482212273e-07	TRUE
YWHAZ	ENSG00000164924	YWHAZ	1.31138260987856	8.65660125917662	29.4977006404063	5.59830799788853e-08	4.24864458612939e-07	TRUE
BTN2A2	ENSG00000124508	BTN2A2	1.02695659284065	6.46522518997403	29.4851949108672	5.63454775622878e-08	4.27005613435002e-07	TRUE
STAT5A	ENSG00000126561	STAT5A	1.01695803403285	7.34871022565091	29.471152156853	5.67552181378903e-08	4.29804641271995e-07	TRUE
PARP14	ENSG00000173193	PARP14	1.56305028290754	9.17848783573697	29.4495046909368	5.73927054930085e-08	4.34323176703848e-07	TRUE
HS3ST3B1	ENSG00000125430	HS3ST3B1	1.21346507319113	6.47961849110861	29.444011302461	5.75556161618258e-08	4.35246450576991e-07	TRUE
SIRT7	ENSG00000187531	SIRT7	1.16053131414439	6.494446775571	29.4370251379884	5.77634657074155e-08	4.36508007902628e-07	TRUE
RBCK1	ENSG00000125826	RBCK1	1.07338324318982	6.85875872406669	29.4283542052188	5.80224860762651e-08	4.37843441029405e-07	TRUE
ACADVL	ENSG00000072778	ACADVL	1.10127323806457	8.01535730734865	29.4197365066113	5.82810692548249e-08	4.39483045266716e-07	TRUE
FAM120C	ENSG00000184083	FAM120C	-1.49334915170831	5.15475901078592	29.4130447096242	5.84826598600706e-08	4.40690864667954e-07	TRUE
ABCA3	ENSG00000167972	ABCA3	-1.51068106420141	5.0517084113945	29.4015243648277	5.88313486806855e-08	4.43004635500704e-07	TRUE
TMEM259	ENSG00000182087	TMEM259	1.10496060365151	7.59993265480902	29.3823103187766	5.94175448374804e-08	4.47102317588961e-07	TRUE
MSRB1	ENSG00000198736	MSRB1	1.34389067343392	6.35458433792462	29.3744022756246	5.96605058780949e-08	4.48613273881929e-07	TRUE
MAEA	ENSG00000090316	MAEA	1.2509599402578	7.22735830902805	29.3584569587731	6.01534295897129e-08	4.52000346634566e-07	TRUE
AHR	ENSG00000106546	AHR	1.27914257939226	8.04990314445137	29.3551000554165	6.025772166384e-08	4.52464473185079e-07	TRUE
PTP4A2	ENSG00000184007	PTP4A2	1.12249851694691	8.00298862759996	29.3322524698436	6.0972378097895e-08	4.57507830015235e-07	TRUE
NFU1	ENSG00000169599	NFU1	-1.24497580962006	5.2373006442923	29.3246270248486	6.12127818757536e-08	4.58803222458069e-07	TRUE
BEX3	ENSG00000166681	BEX3	-1.61924751600182	5.42128375155341	29.3240422443807	6.12312571325618e-08	4.58803222458069e-07	TRUE
TBL1XR1	ENSG00000177565	TBL1XR1	1.08208545740904	7.84090651699097	29.3109308305561	6.16469626069437e-08	4.61268412192603e-07	TRUE
C2CD3	ENSG00000168014	C2CD3	1.01144016555973	6.76349591742991	29.3076628458803	6.1751015578329e-08	4.61722280922994e-07	TRUE
ATP6V0D1	ENSG00000159720	ATP6V0D1	1.23956936563767	7.78615251524053	29.2973288147685	6.20812116630572e-08	4.63865233212731e-07	TRUE
ANKH	ENSG00000154122	ANKH	-1.07890446794799	6.67706291681468	29.2868754535988	6.24170205006605e-08	4.66047086404932e-07	TRUE
CDC42SE2	ENSG00000158985	CDC42SE2	1.02407341225929	7.42459070503248	29.2540235311512	6.34842652904973e-08	4.73683438072154e-07	TRUE
TPRA1	ENSG00000163870	TPRA1	1.52121883223272	6.85453400343327	29.2389474480248	6.39801368694628e-08	4.76714745301879e-07	TRUE
SFXN4	ENSG00000183605	SFXN4	-1.18653047633039	5.23558241896577	29.2333248256845	6.41660640343591e-08	4.77681077471526e-07	TRUE
PIK3CD	ENSG00000171608	PIK3CD	1.21853850061918	8.22528625705591	29.2323118444993	6.41996184947633e-08	4.77681077471526e-07	TRUE
AKAP10	ENSG00000108599	AKAP10	1.03204949044454	6.97550677792971	29.2262215660921	6.44017266377598e-08	4.78850014972582e-07	TRUE
TRPM7	ENSG00000092439	TRPM7	1.06766857248501	7.51622213523424	29.2143756214863	6.47966664356466e-08	4.81450091393352e-07	TRUE
HBB	ENSG00000244734	HBB	-3.53973026268995	12.4836284637002	29.2082004181233	6.50035069283588e-08	4.82313328952397e-07	TRUE
NDUFAF5	ENSG00000101247	NDUFAF5	-1.35067356686603	5.14718069261135	29.2022677848799	6.52028455197918e-08	4.83455244829676e-07	TRUE
ABHD2	ENSG00000140526	ABHD2	1.11798552293661	7.95331779246246	29.2005194007889	6.52617086139369e-08	4.83554721206329e-07	TRUE
PIM1	ENSG00000137193	PIM1	1.34374408967137	7.9309905076599	29.1921151357296	6.55454001451912e-08	4.85031233569875e-07	TRUE
KAT5	ENSG00000172977	KAT5	1.00027542840466	6.3190350368315	29.1919155125564	6.55521535595376e-08	4.85031233569875e-07	TRUE
TIFA	ENSG00000145365	TIFA	1.16626490460611	6.13859396060285	29.149408925135	6.70061826879168e-08	4.95445297984319e-07	TRUE
WASHC4	ENSG00000136051	WASHC4	1.09707796842398	7.80801939793523	29.1462272902027	6.71163085076101e-08	4.95914946195119e-07	TRUE
